,"Jerry is an extremely short basketball player
How tall do you think Jerry is? (ft and in)","Jerry is a short basketball player
How tall do you think Jerry is? (ft and in)","John is an extremely tall basketball player
How tall do you think John is? (ft and in)","John is a tall basketball player
How tall do you think John is? (ft and in)","Amy is an extremely short woman 
How tall do you think Amy is? (ft and in)","Amy is a short woman 
How tall do you think Amy is? (ft and in)","Sarah is an extremely tall woman 
How tall do you think Sarah is? (ft and in)","Sarah is a tall woman 
How tall do you think Sarah is? (ft and in)","It's extremely cold for winter in Boston 
What temperature do you think it is? (in F)","It's cold for winter in Boston 
What temperature do you think it is? (in F)","It's an extremely hot for winter in Boston 
What temperature do you think it is? (in F)","It's  hot for winter in Boston 
What temperature do you think it is? (in F)","It's very cold for summer in Boston 
What temperature do you think it is? (in F)","It's cold for summer in Boston 
What temperature do you think it is? (in F)","It's very hot for summer in Boston 
What temperature do you think it is? (in F)","It's hot for summer in Boston 
What temperature do you think it is? (in F)","Taylor is a very short gymnast
How tall do you think Taylor is? (ft and in)","Taylor is a short gymnast
How tall do you think Taylor is? (ft and in)","Maya is a very tall gymnast
How tall do you think Maya is? (ft and in)","Maya is a  tall gymnast
How tall do you think Maya is? (ft and in)","Gary is a very short man 
How tall do you think Gary is? (ft and in)","Gary is a short man 
How tall do you think Gary is? (ft and in)","Bill is a very tall man 
How tall do you think Bill is? (ft and in)","Bill is a tall man 
How tall do you think Bill is? (ft and in)",diff_height_extremely,diff_height_extremely_2,diff_height_extremely_3,diff_height_extremely_4,diff_height_very,diff_height_very_2,diff_height_very_3,diff_height_very_4,diff_temp_extremely,diff_temp_extremely_2,diff_temp_very,diff_temp_very_2
20,3.458646617,1.203007519,5.563909774,3.308270677,8.643410853,1.666666667,7.635658915,2.984496124,2.562459962,1.153106983,0.64061499,1.281229981,0.320307495,0.64061499,2.562459962,2.242152466,10.22556391,8.345864662,4.060150376,0.827067669,7.480620155,1.666666667,2.984496124,3.759689922,187.5,68.18181815,418.6046511,155.8441559,22.52252252,390.909091,348.8372092,-20.61855669,122.2222222,-50.00000004,-50,14.28571432
21,1.578947368,3.458646617,3.308270677,4.060150376,6.317829457,3.992248062,6.085271318,1.434108527,2.562459962,1.153106983,0.64061499,0.64061499,0.64061499,0.64061499,2.562459962,2.242152466,3.834586466,4.962406015,4.060150376,1.203007519,3.217054264,0.891472868,7.635658915,2.984496124,-54.34782611,-18.51851851,58.25242718,324.3243244,-22.72727273,237.4999999,260.8695654,155.8441559,122.2222222,0,0,14.28571432
22,1.954887218,0.827067669,4.060150376,2.180451128,4.76744186,1.666666667,2.984496124,2.984496124,2.626521461,1.281229981,0.448430493,0.64061499,0.512491992,0.64061499,2.562459962,2.562459962,7.969924812,3.834586466,0.30075188,2.706766917,10.96899225,1.666666667,6.860465116,2.984496124,136.3636364,86.20689654,186.0465115,0,107.8431373,-88.88888888,558.1395349,129.8701299,105,-30,-20,0
23,2.706766917,1.203007519,5.563909774,4.060150376,6.317829457,1.666666667,2.984496124,2.984496124,1.98590647,1.153106983,0.320307495,0.64061499,0.960922486,0.512491992,2.882767457,1.921844971,9.097744361,8.345864662,4.060150376,0.827067669,3.604651163,1.666666667,6.085271318,2.984496124,124.9999999,37.03703702,279.0697673,0,9.009009006,390.909091,116.2790697,103.8961039,72.22222216,-50,87.5000002,50.00000003
24,7.969924812,0.827067669,4.060150376,4.060150376,3.217054264,2.054263566,6.085271318,2.984496124,2.178090967,1.921844971,0.64061499,0.64061499,0.512491992,0.896860987,2.946828956,1.793721973,10.22556391,7.969924812,4.060150376,1.203007519,0.891472868,1.666666667,7.635658915,6.085271318,863.6363638,0,56.6037736,103.8961039,28.3018868,237.4999999,-46.51162793,25.47770701,13.33333333,0,-42.85714292,64.28571431
25,1.578947368,1.578947368,5.563909774,42.78195489,8.643410853,1.666666667,2.984496124,2.209302326,1.98590647,1.281229981,0.832799488,0.320307495,0.64061499,0.64061499,2.562459962,2.242152466,9.097744361,12.48120301,1.052631579,4.060150376,10.96899225,1.666666667,6.860465116,2.984496124,0,-86.99472759,418.6046511,35.08771927,-27.10843375,-74.07407407,558.1395349,129.8701299,54.99999996,160.0000003,0,14.28571432
26,10.22556391,1.203007519,2.180451128,3.308270677,6.317829457,1.666666667,2.984496124,2.984496124,1.089045484,1.153106983,0.64061499,0.320307495,0.64061499,0.64061499,2.562459962,2.69058296,7.969924812,8.345864662,4.060150376,1.203007519,1.666666667,0.271317829,7.635658915,2.984496124,749.9999999,-34.09090909,279.0697673,0,-4.504504509,237.4999999,514.2857154,155.8441559,-5.555555551,100,0,-4.761904758
27,4.962406015,1.203007519,5.563909774,1.052631579,8.643410853,1.666666667,6.085271318,2.984496124,2.242152466,1.921844971,0.64061499,0.64061499,0.64061499,0.64061499,2.882767457,1.601537476,8.345864662,7.969924812,1.052631579,0.827067669,1.666666667,0.271317829,4.534883721,2.984496124,312.4999999,428.5714285,418.6046511,103.8961039,4.716981137,27.27272731,514.2857154,51.94805195,16.66666666,0,0,80.00000001
28,3.458646617,0.45112782,4.060150376,4.060150376,6.317829457,0.658914729,2.984496124,2.984496124,2.562459962,1.281229981,2.049967969,0.64061499,0.64061499,0.64061499,2.562459962,2.562459962,7.969924812,7.969924812,4.060150376,4.060150376,0.891472868,1.666666667,6.860465116,6.085271318,666.666666,0,858.8235289,0,0,0,-46.51162793,12.7388535,100,220.0000002,0,0
29,4.962406015,1.203007519,5.563909774,4.060150376,8.643410853,1.666666667,2.984496124,2.984496124,1.921844971,1.089045484,0.64061499,0.320307495,0.64061499,0.768737988,2.882767457,2.562459962,10.97744361,12.48120301,4.060150376,1.203007519,6.705426357,0.271317829,7.635658915,2.984496124,312.4999999,37.03703702,418.6046511,0,-12.04819278,237.4999999,2371.428576,155.8441559,76.47058817,100,-16.66666667,12.49999999
30,3.458646617,0.827067669,5.563909774,3.308270677,2.054263566,0.891472868,6.085271318,1.821705426,2.882767457,1.921844971,0.64061499,0.320307495,0.64061499,0.64061499,2.882767457,2.114029468,7.969924812,3.834586466,4.060150376,0.827067669,2.054263566,0.271317829,7.635658915,6.085271318,318.1818183,68.18181815,130.4347827,234.0425533,107.8431373,390.909091,657.1428585,25.47770701,50.00000003,100,0,36.36363639
31,4.962406015,1.578947368,4.060150376,4.060150376,6.705426357,0.503875969,7.635658915,2.984496124,1.921844971,0.512491992,0.64061499,0.64061499,0.64061499,1.153106983,2.562459962,2.242152466,7.969924812,8.345864662,4.060150376,4.436090226,1.666666667,1.666666667,2.984496124,2.984496124,214.2857144,0,1230.769231,155.8441559,-4.504504509,-8.474576279,0,0,275.0000002,0,-44.44444449,14.28571432
32,2.330827068,1.203007519,4.812030075,3.308270677,9.031007752,0.891472868,12.28682171,2.984496124,2.882767457,0.960922486,1.601537476,0.64061499,0.64061499,0.576553491,2.498398463,2.242152466,12.48120301,7.969924812,4.060150376,1.203007519,9.418604651,0.271317829,6.860465116,3.759689922,93.74999999,45.45454544,913.0434785,311.6883118,56.60377362,237.4999999,3371.428577,82.47422682,199.9999999,150.0000002,11.11111111,11.42857147
33,4.962406015,0.45112782,4.060150376,4.060150376,8.643410853,1.666666667,5.310077519,2.984496124,2.242152466,1.921844971,1.921844971,0.576553491,0.64061499,0.64061499,2.562459962,2.562459962,7.969924812,8.345864662,4.060150376,4.060150376,6.317829457,1.666666667,7.635658915,2.984496124,999.9999989,0,418.6046511,77.92207791,-4.504504509,0,279.0697673,155.8441559,16.66666666,233.3333335,0,0
